screen,double,residual,mc_null_mean,mc_null_sd,mc_z,mc_p,mc_floor,mc_tier,an_null_mean,an_null_sd,an_z,an_p,an_floor,an_tier,an_ci_low,an_ci_high,null_ratio,n_active,cond_gram,effect_norm,churn
norman,AHR+FEV,0.3328481382329309,0.14562999179655148,0.006379547731023155,29.34661739367638,0.004975124378109453,2.285574105474386,certified,0.14919322609064836,0.0066091985997602945,27.787773259099165,9.913849850188578e-134,2.230986935214234,certified,0.3240070686208699,0.3416892078449919,1.0244677229540076,25,230.74476907532775,8.864811271960816,0.4910841630640752
norman,AHR+KLF1,0.26774349871558256,0.13382101206436164,0.006097150695241295,21.964765727994877,0.004975124378109453,2.0007582858871946,certified,0.13626075632021317,0.005655817573168593,23.247344998516397,1.344464357258667e-97,1.9649347761171942,certified,0.2588437988594846,0.2766431985716805,1.018231398920073,13,90.76821127528515,4.657220801224937,0.5267087101681256
norman,BCL2L11+BAK1,0.770749103019415,0.7030724633959248,0.020606250722225508,3.284277209497953,0.004975124378109453,1.096258413102268,modest,1.0146051096518371,0.043490997461495325,-5.6070456154221935,0.9999999977731262,0.7596542691206618,within_noise,0.7289791597112343,0.8125190463275958,1.4431017604497396,20,69.38523282849697,1.420318266830363,0.5000434051544997
norman,BCL2L11+TGFBR2,0.450106373567745,0.32129501186953907,0.01781209979989671,7.23167751910537,0.004975124378109453,1.4009130454509158,modest,0.3442688017951848,0.02122364341462113,4.986776761178579,8.738951959501407e-07,1.3074271360616014,modest,0.42711009637349845,0.4731026507619916,1.071503724228071,25,153.31365611652024,2.0137262379172562,0.41439893528036276
norman,BPGM+SAMD1,0.25142519033672145,0.17168637407910467,0.008181844382802193,9.745824109717578,0.004975124378109453,1.464444640314977,modest,0.17572051349756584,0.008167703245568304,9.268783959672293,1.0408430862491419e-18,1.4308243547147013,modest,0.23933485660917694,0.263515524064266,1.0234971437836933,36,400.71925492405836,5.59802554490394,0.48513118147792444
norman,BPGM+ZBTB1,0.23780803614419793,0.1644825269586816,0.0077537025999113475,9.456837972725168,0.004975124378109453,1.4457951281505426,modest,0.16877582823668488,0.007759908526699238,8.896007944049908,1.8647479301692598e-17,1.409017147937179,modest,0.22738471192930956,0.2482313603590863,1.026101868425548,24,215.4223261468975,5.40803286976658,0.5132807655682166
norman,C3orf72+FOXL2,0.5056053529173009,0.4414718148334369,0.017440528975956302,3.6772702346701713,0.004975124378109453,1.1452721010217057,modest,0.5022252916910879,0.021663237667420926,0.15602751896777844,0.4352597017520715,1.0067301692708963,within_noise,0.4787905372648492,0.5324201685697526,1.1376157544268939,27,453.04809829557894,5.396132094581131,0.5718125328485872
norman,CBL+CNN1,0.2610287878877685,0.10958386717216823,0.005369500351971479,28.204657930935923,0.004975124378109453,2.382000148573711,certified,0.11155571228770504,0.0050750278645184605,29.452661061358214,4.69372136262524e-148,2.339896205514144,certified,0.2535178241402108,0.26853975163532623,1.0179939362006711,25,253.77508192597924,7.905876862083403,0.512692321335289
norman,CBL+PTPN12,0.2502356116960853,0.1477848715689684,0.007260580254421993,14.110544408707504,0.004975124378109453,1.6932424072758478,modest,0.15169437011950648,0.007039400312393001,13.998527884413186,1.4795903730459052e-38,1.6496038152061765,modest,0.23927263774511373,0.26119858564705695,1.0264539834693913,25,359.81464151546885,6.125265756544194,0.44487301576486904
norman,CBL+PTPN9,0.2596640699516451,0.17080812989766017,0.00823952709182332,10.784106788286309,0.004975124378109453,1.5202090796597494,modest,0.17559026475221728,0.007778523980729753,10.808452271523606,1.594891858869999e-24,1.478806756835802,modest,0.24787428366321962,0.27145385624007057,1.0279971149874092,32,477.262550005834,5.45666497139939,0.42520217859611986
norman,CBL+TGFBR2,0.2833702969792371,0.24738772849266844,0.011702963075987756,3.074654534057564,0.004975124378109453,1.1454500944920136,modest,0.25853437076468494,0.011953325686929106,2.077741949224421,0.02002112454719452,1.096064311062383,modest,0.26655725388252277,0.30018334007595143,1.0450573774976142,33,475.4298265397982,4.361639799367925,0.42768936109264877
norman,CBL+UBASH3A,0.41233920896254705,0.3829855474189523,0.018027083370445198,1.6283089692751296,0.06965174129353234,1.076644306137244,within_noise,0.4175650876527608,0.01896968799078467,-0.27548574823565597,0.6057919729332025,0.9874848763804053,within_noise,0.3865389624600749,0.4381394554650192,1.0902894129184757,35,426.45554437507985,5.442127499239666,0.47418445680758015
norman,CBL+UBASH3B,0.242471766974555,0.1089817915066574,0.00481814602320712,27.70567243027153,0.004975124378109453,2.2248832912378593,certified,0.11114627115066106,0.004996394481017704,26.28405268970285,1.299992204747836e-120,2.1815555705300986,certified,0.23366260814871756,0.25128092580039246,1.0198609291796379,29,398.68515318925824,7.209457167581339,0.44187942118494195
norman,CDKN1B+CDKN1A,0.2826916837001171,0.2202265653556604,0.009593013352339579,6.511522088386435,0.004975124378109453,1.283640251312522,modest,0.2289469765832374,0.009814807871254475,5.475879692847667,5.936849405150027e-08,1.2347473983614943,modest,0.2690002357507163,0.2963831316495179,1.03959745370616,30,388.28764544534465,5.459742308441415,0.5305904316848391
norman,CDKN1C+CDKN1A,0.2953921101697728,0.2461392741679976,0.011849634728505882,4.156485590153628,0.004975124378109453,1.2001014919990318,modest,0.25662600287581483,0.010953003292131055,3.5393130319123807,0.00026596852939790827,1.151060714262718,modest,0.2780660446141231,0.3127181757254225,1.0426048575231317,19,189.15248455631263,5.6929240962048056,0.6968834144210845
norman,CDKN1C+CDKN1B,0.32275226560492865,0.30445181238331376,0.01572302310215252,1.163927134212859,0.13930348258706468,1.0601095230056112,within_noise,0.3223838285549116,0.01476723030155273,0.024949637980072378,0.48700291694932824,1.001142852142018,within_noise,0.3014020176768392,0.3441025135330181,1.0588993576033046,27,315.8877096933336,5.176379837535379,0.5419077231943079
norman,CEBPB+CEBPA,0.21799026682943248,0.17948887210501488,0.007015439820115948,5.488094218773182,0.004975124378109453,1.2145057477472854,modest,0.18416584791381435,0.007455263337415683,4.53698513120613,4.972066910639599e-06,1.1836628196681915,modest,0.20725351295245037,0.2287270207064146,1.026057190916198,18,224.33149081231156,12.789649105483367,0.6019758027233163
norman,CEBPB+MAPK1,0.24369676264700754,0.12790741734067085,0.005930295154800858,19.525056049372957,0.004975124378109453,1.9052590358855894,certified,0.1300520713024546,0.005919739590721475,19.197582863861207,3.8227289836184344e-68,1.8738399181538767,modest,0.2353458413724244,0.25204768392159066,1.0167672368448726,19,166.4478350779897,6.526951538339907,0.5398296108091419
norman,CEBPB+OSR2,0.25817588494098825,0.17671879332506685,0.009050394086367123,9.000391676824576,0.004975124378109453,1.4609418731409258,modest,0.18112242353716243,0.008607370170816269,8.952032951496324,1.3498285780109524e-17,1.4254219875022305,modest,0.246930087491997,0.26942168238997954,1.0249188562699745,26,415.14855088930415,7.421354106649256,0.5989426295988606
norman,CEBPB+PTPN12,0.4616135975259286,0.20962181545569122,0.00934272817470539,26.971969785604045,0.004975124378109453,2.202125749747168,certified,0.21694170197149643,0.009172537732603242,26.674395097671393,5.330144864010751e-125,2.127823250803349,certified,0.449517308674511,0.47370988637734623,1.0349194882167096,21,138.49290430570616,4.322557349507701,0.5213386898904102
norman,CEBPE+CEBPA,0.18054071103899474,0.09866371107416047,0.004173708260302283,19.617327047982734,0.004975124378109453,1.8298593177937696,modest,0.09997056614588813,0.004070479953345362,19.793770217955625,4.5942828102775186e-73,1.8059386677246958,modest,0.17283028155988306,0.18825114051810643,1.0132455495185269,16,260.6194507356675,13.512118736871974,0.543380971587959
norman,CEBPE+CEBPB,0.23055491103994297,0.176508671915604,0.007022142805876497,7.696545144512542,0.004975124378109453,1.3061959423097043,modest,0.1807454612497113,0.00732337664035343,6.801432212153217,3.047238636973999e-11,1.2755778731292244,modest,0.21969608653422534,0.2414137355456606,1.0240032927963396,25,413.5233289340016,10.254036471555064,0.5254512434349269
norman,CEBPE+CNN1,0.4881745089378993,0.25795520829763563,0.010026150288809602,22.961884071721368,0.004975124378109453,1.8924778148799308,modest,0.27011717261373186,0.011455760825543794,19.034731924475366,1.0235815966093084e-67,1.8072694313078077,modest,0.47328092721106385,0.5030680906647348,1.0471475819205647,16,90.93626824170613,4.229601446852513,0.5406373774495906
norman,CEBPE+KLF1,0.4212619291197336,0.18468737113699646,0.008570475609474904,27.603434014046293,0.004975124378109453,2.280946046955052,certified,0.18955159954371245,0.007960734321119297,29.106652753402717,1.1718726706633157e-146,2.222412947881055,certified,0.40869128666434185,0.43383257157512534,1.0263376341097057,12,82.80745723118936,3.632944100486114,0.5884286924850815
norman,CEBPE+PTPN12,0.4857676400001279,0.24169276832705466,0.010341138203058124,23.602321800253293,0.004975124378109453,2.0098559148479995,certified,0.25251397131450815,0.010723226510182319,21.752190764820625,3.1317370609096718e-86,1.923725794139037,certified,0.46995495636967316,0.5015803236305826,1.0447725559242453,15,67.34299782248615,3.4761606545588726,0.6108506790048724
norman,CEBPE+RUNX1T1,0.27111153090979023,0.11137477486272532,0.004833968185372567,33.04464363199132,0.004975124378109453,2.4342274203607936,certified,0.11338071483621737,0.004865197792515649,32.42022683718984,6.930142534706027e-178,2.3911608892132112,certified,0.2647460521458437,0.2774770096737368,1.0180107207843647,12,98.08815457217163,4.206436298316927,0.48416497991960705
norman,CEBPE+SPI1,0.22891162955725056,0.12880986776752099,0.005049472207803047,19.82420293653982,0.004975124378109453,1.7771280533306533,modest,0.13108452302345505,0.005659689705799907,17.284888677953468,9.230543784945244e-57,1.746290288705898,modest,0.22053465020327034,0.23728860891123077,1.0176590139741604,17,352.41938079352883,11.602611295339237,0.5050489797671419
norman,CNN1+MAPK1,0.38559264097800083,0.20677374889773784,0.008494173264186966,21.05194778792012,0.004975124378109453,1.8648046138914616,modest,0.21403342254436264,0.00939010951236448,18.27020421747653,1.3056239173726853e-62,1.8015534041010703,modest,0.3722090060688284,0.39897627588717327,1.0351092616170539,23,117.08293838068153,3.614983088497346,0.48596973059967863
norman,CNN1+UBASH3A,0.3042132615174009,0.15892065887066475,0.007016581004560134,20.707037021535452,0.004975124378109453,1.9142461633201895,certified,0.16294782737628793,0.007085767965860649,19.93650297353734,2.131124580277158e-73,1.8669365919990344,modest,0.2935805666758781,0.3148459563589237,1.0253407488567945,30,411.45817426040327,7.823478702608455,0.4893912614085052
norman,DUSP9+ETS2,0.23226568098794595,0.12114371800221914,0.005957888435079192,18.651232593212956,0.004975124378109453,1.9172738365333477,certified,0.12284039504052044,0.005595927915110329,19.55444880417364,1.9244658272466914e-70,1.8907923644289764,modest,0.22419433447285755,0.24033702750303435,1.0140054892260795,29,192.89482207468427,4.583201435018881,0.44919299913981836
norman,DUSP9+IGDCC3,0.22226846106477421,0.12330009021113984,0.00578779758363124,17.099487224023225,0.004975124378109453,1.8026625988866483,modest,0.12501221294094206,0.005593131481750752,17.388514542125634,3.9858392534171097e-57,1.7779739741748248,modest,0.214595972304636,0.22994094982491242,1.0138858189467377,26,141.34887543994785,6.803347026667336,0.4946448287647758
norman,DUSP9+KLF1,0.2617059697305517,0.11318670612575063,0.0051448052448177005,28.867810637834133,0.004975124378109453,2.312161725401601,certified,0.11506733974777553,0.005148030445440882,28.48441389544531,1.112739472625311e-139,2.274372296273901,certified,0.25297825413850816,0.27043368532259526,1.0166153224648034,25,277.18475153360333,7.24793867751072,0.5415500497940029
norman,DUSP9+MAPK1,0.5141232176995311,0.2876854293068492,0.013133757959035344,17.240898536558117,0.004975124378109453,1.7871020403656703,modest,0.3045191792311818,0.013243395597092828,15.827061641089553,2.163146672500205e-48,1.6883114521582756,modest,0.4977619424756032,0.5304844929234589,1.0585144335041001,12,72.83875180375063,3.079823553976489,0.5358776590267722
